;Identifiant_Museofile;Adresse;Commune;Departement;Latitude;Longitude;Nom_officiel_du_musee;Code_Postal;Region_administrative;Type
1115;M5029;Avenue du Docteur-Menard;Nice;Alpes-Maritimes;43.70922;7.2688;musee national Message biblique Marc Chagall;6000.0;Provence-Alpes-Cote-d'Azur;Museum
1116;M0870;Place Grimaldi, Haut-de-Cagnes;Cagnes-sur-Mer;Alpes-Maritimes;43.666892;7.145213;musee-chateau;6800.0;Provence-Alpes-Cote-d'Azur;Museum
1117;M0871;Domaine des Collettes - 19 chemin des Collettes;Cagnes-sur-Mer;Alpes-Maritimes;43.667649;7.156541;musee Renoir;6800.0;Provence-Alpes-Cote-d'Azur;Museum
1118;M0890;Place des Tilleuls;Puget-Rostang;Alpes-Maritimes;43.97425297;6.91984112;ecomusee de la Roudoule;62060.0;Provence-Alpes-Cote-d'Azur;Museum
1119;M1135;16 boulevard Sadi Carnot;Le Cannet;Alpes-Maritimes;43.576273;7.019853;musee Bonnard;6110.0;Provence-Alpes-Cote-d'Azur;Museum
1120;M0902;29 rue de la Republique;Arles;Bouches-du-Rhone;43.54073;4.676089;museon Arlaten;13200.0;Provence-Alpes-Cote-d'Azur;Museum
1121;M0904;rue Xavier d'Authier;Cassis;Bouches-du-Rhone;43.214464;5.540037;musee municipal d'arts et traditions populaires;13260.0;Provence-Alpes-Cote-d'Azur;Museum
1122;M0914;143 avenue Clot-Bey;Marseille;Bouches-du-Rhone;43.258599;5.384175;musee des arts decoratifs, de la fa�ence et de la mode;13008.0;Provence-Alpes-Cote-d'Azur;Museum
1123;M0916;28 Place Vivaux;Marseille;Bouches-du-Rhone;43.29647;5.367908;musee des docks romains;13002.0;Provence-Alpes-Cote-d'Azur;Museum
1124;M0919;2 rue de La Charite;Marseille;Bouches-du-Rhone;43.300172;5.367602;musee d'archeologie mediterraneenne;13002.0;Provence-Alpes-Cote-d'Azur;Museum
1125;M0896;34 rue Celony ou 13 rue de la Molle;Aix-en-Provence;Bouches-du-Rhone;43.530846;5.439915;musee du pavillon de Vendome;13100.0;Provence-Alpes-Cote-d'Azur;Museum
1126;M0901;Presqu'ile du cirque romain;Arles;Bouches-du-Rhone;43.67275306;4.61717583;musee de l'Arles antique;13635.0;Provence-Alpes-Cote-d'Azur;Museum
1127;M0903;Parc naturel regional de Camargue;Arles;Bouches-du-Rhone;43.67679;4.61542;musee camarguais;13200.0;Provence-Alpes-Cote-d'Azur;Museum
1128;M0906;Metropole Aix Marseille Provence / Istres Ouest Provence;Istres;Bouches-du-Rhone;43.50979988;4.991101411;musee Rene Beaucaire;13808.0;Provence-Alpes-Cote-d'Azur;Museum
1129;M0909;Grand-rue Frederic Mistral Le Village;Les-Baux-de-Provence;Bouches-du-Rhone;43.744256;4.795333;musee-fondation Louis Jou;13520.0;Provence-Alpes-Cote-d'Azur;Museum
1130;M0910;;Les-Baux-de-Provence;Bouches-du-Rhone;43.743732;4.794938;musee d'histoire et d'archeologie des Baux-de-Provence;13520.0;Provence-Alpes-Cote-d'Azur;Museum
1131;M0917;140 boulevard Lonchamp;Marseille;Bouches-du-Rhone;43.303412;5.392866;musee Grobet-Labadie;13001.0;Provence-Alpes-Cote-d'Azur;Museum
1132;M0918;2, rue Henri Barbusse;Marseille;Bouches-du-Rhone;43.298168;5.374162;musee d'histoire de Marseille;13001.0;Provence-Alpes-Cote-d'Azur;Museum
1133;M0923;9, Boulevard du 14 juillet;Martigues;Bouches-du-Rhone;43.408336;5.054107;musee Ziem;13500.0;Provence-Alpes-Cote-d'Azur;Museum
1134;M0926;1 Place Favier;Saint-Remy-de-Provence;Bouches-du-Rhone;43.789218;4.831075;musee des Alpilles Pierre de Brun;13210.0;Provence-Alpes-Cote-d'Azur;Museum
1135;M0895;9 avenue Paul Cezanne;Aix-en-Provence;Bouches-du-Rhone;43.537816;5.446601;musee de l'atelier de Paul Cezanne;13090.0;Provence-Alpes-Cote-d'Azur;Museum
1136;M0897;28, place des Martyrs de la Resistance;Aix-en-Provence;Bouches-du-Rhone;43.531366;5.447546;musee des tapisseries;13100.0;Provence-Alpes-Cote-d'Azur;Museum
1137;M0900;10 rue du Grand Prieure;Arles;Bouches-du-Rhone;43.679186;4.627903;musee Reattu;13200.0;Provence-Alpes-Cote-d'Azur;Museum
1138;M0905;avenue des Moulins;Fontvieille;Bouches-du-Rhone;43.380746;5.679968;musee Alphonse Daudet;13390.0;Provence-Alpes-Cote-d'Azur;Museum
1139;M0908;2 rue du Jas;Lambesc;Bouches-du-Rhone;43.651927;5.261964;musee folklorique du vieux Lambesc;13410.0;Provence-Alpes-Cote-d'Azur;Museum
1140;M0913;Musee des Beaux-Arts;Marseille;Bouches-du-Rhone;43.30471864;5.394041458;musee des beaux-arts;13233.0;Provence-Alpes-Cote-d'Azur;Museum
1141;M0927;6 avenue Theodore Aubanel;Saintes-Maries-de-la-Mer;Bouches-du-Rhone;43.45124;4.427775;musee Baroncelli;13460.0;Provence-Alpes-Cote-d'Azur;Museum
1142;M1094;69 avenue d'Ha�fa;Marseille;Bouches-du-Rhone;43.250815;5.389874;musee d'art contemporain - galeries contemporaines;13008.0;Provence-Alpes-Cote-d'Azur;Museum
1143;M7044;7 rue Edouard Stephan;Marseille;Bouches-du-Rhone;43.305143;5.394121;museum d'histoire naturelle;13004.0;Provence-Alpes-Cote-d'Azur;Museum
1144;M7064;7 allee des robiniers;Aix-en-Provence;Bouches-du-Rhone;43.533792;5.423327;museum d'histoire naturelle;13090.0;Provence-Alpes-Cote-d'Azur;Museum
1145;M0899;2A rue du Quatre-Septembre;Aix-en-Provence;Bouches-du-Rhone;43.526201;5.449931;musee Paul Arbaud;13100.0;Provence-Alpes-Cote-d'Azur;Museum
1146;M0907;1 quai Ganteaume;La Ciotat;Bouches-du-Rhone;43.173755;5.60973;musee ciotaden;13600.0;Provence-Alpes-Cote-d'Azur;Museum
1147;M0911;11 rue Lamartine;Maillane;Bouches-du-Rhone;43.831079;4.782653;musee Frederic Mistral;13910.0;Provence-Alpes-Cote-d'Azur;Museum
1148;M0915;19 rue Grignan;Marseille;Bouches-du-Rhone;43.292383;5.378137;musee Cantini;13006.0;Provence-Alpes-Cote-d'Azur;Museum
1149;M0928;avenue Roger Donnadieu;Salon-de-Provence;Bouches-du-Rhone;43.64095;5.104363;musee de Salon et de la Crau;13300.0;Provence-Alpes-Cote-d'Azur;Museum
1150;M0929;;Salon-de-Provence;Bouches-du-Rhone;43.640227;5.096576;musee de l'Emperi;13300.0;Provence-Alpes-Cote-d'Azur;Museum
1151;M1168;8 rue Lucien Estrine;Saint-Remy-de-Provence;Bouches-du-Rhone;43.788801;4.832266;musee Estrine;13210.0;Provence-Alpes-Cote-d'Azur;Museum
1152;M1215;1, Avenue Marcel Pagnol;Aix-en-Provence;Bouches-du-Rhone;43.52129292;5.424644779;Fondation Vasarely;13096.0;Provence-Alpes-Cote-d'Azur;Museum
1153;M5002;Esplanade J4 - 7 promenade Robert Laffont;Marseille;Bouches-du-Rhone;43.29690491;5.361071769;musee des civilisations de l'Europe et de la mediterranee;13213.0;Provence-Alpes-Cote-d'Azur;Museum
1154;M0894;Place Saint-Jean-de-Malte;Aix-en-Provence;Bouches-du-Rhone;43.494315;5.410889;musee Granet;13100.0;Provence-Alpes-Cote-d'Azur;Museum
1155;M0898;17 rue Gaston de Saporta;Aix-en-Provence;Bouches-du-Rhone;43.530857;5.447432;musee du vieil Aix;13100.0;Provence-Alpes-Cote-d'Azur;Museum
1156;M0912;1 place Carli;Marseille;Bouches-du-Rhone;43.295789;5.383313;cabinet des monnaies et medailles;13001.0;Provence-Alpes-Cote-d'Azur;Museum
1157;M0920;2 rue de la Charite;Marseille;Bouches-du-Rhone;43.300172;5.367602;musee des arts africains, oceaniens, amerindiens;13002.0;Provence-Alpes-Cote-d'Azur;Museum
1158;M0924;3 Avenue Pasteur;Saint-Cannat;Bouches-du-Rhone;43.621602;5.295178;musee Suffren et du vieux Saint-Cannat;13760.0;Provence-Alpes-Cote-d'Azur;Museum
1159;M0925;Saint-Chamas;Saint-Chamas;Bouches-du-Rhone;43.554245;5.072251;musee du vieux Saint-Chamas;13250.0;Provence-Alpes-Cote-d'Azur;Museum
1160;M9003;Route de la Thuillere;Aubagne / Puyloubier;Bouches-du-Rhone;43.29353801;5.553768625;musee de la Legion etrangere;13400.0;Provence-Alpes-Cote-d'Azur;Museum
1161;M0866;6 avenue Marechal Foch;Gap;Hautes-Alpes;44.562625;6.085573;musee departemental des Hautes-Alpes;5000.0;Provence-Alpes-Cote-d'Azur;Museum
1162;M0865;S'adresser au musee departemental de Gap;Aiguilles;Hautes-Alpes;44.56249939;6.08657769;musee du vieux Queyras;5470.0;Provence-Alpes-Cote-d'Azur;Museum
1163;M0937;14 avenue Joseph Clotis;Hyeres;Var;43.119997;6.130519;musee municipal;83400.0;Provence-Alpes-Cote-d'Azur;Museum
1164;M0940;Parvis de la vieille l'egise rue des templiers;Saint-Rapha�l;Var;43.42598958;6.769881215;musee archeologique;83700.0;Provence-Alpes-Cote-d'Azur;Museum
1165;M0932;Place des Comtes de Provence;Brignoles;Var;43.404216;6.061427;musee du pays brignolais;83170.0;Provence-Alpes-Cote-d'Azur;Museum
1166;M0936;Place Calvini;Frejus;Var;43.433569;6.736721;musee archeologique;83600.0;Provence-Alpes-Cote-d'Azur;Museum
1167;M0938;Avenue du 11 mai 1945;La Garde;Var;43.131242;5.931994;musee Jean Aicard;83000.0;Provence-Alpes-Cote-d'Azur;Museum
1168;M9008;Avenue des Troupes de Marine;Frejus;Var;43.47210159;6.721402172;musee des troupes de marine;83608.0;Provence-Alpes-Cote-d'Azur;Museum
1169;M0933;9 rue de la Republique;Draguignan;Var;43.537982;6.464818;musee des Beaux-Arts;83300.0;Provence-Alpes-Cote-d'Azur;Museum
1170;M0941;place Grammont;Saint-Tropez;Var;43.270865;6.637291;musee de l'Annonciade;83990.0;Provence-Alpes-Cote-d'Azur;Museum
1171;M0943;113 boulevard du Marechal Leclerc;Toulon;Var;43.125971;5.927245;musee d'art de Toulon - M.A.T.;83000.0;Provence-Alpes-Cote-d'Azur;Museum
1172;M1182;Place Calvini;Frejus;Var;43.43347344;6.736489014;musee d'archeologie gallo-romaine du Var;83600.0;Provence-Alpes-Cote-d'Azur;Museum
1173;M0930;rue Haute;Aiguines;Var;43.776017;6.243581;musee des tourneurs;83630.0;Provence-Alpes-Cote-d'Azur;Museum
1174;M0931;103 rue Carnot;Bormes-les-Mimosas;Var;43.150793;6.340584;musee des arts et d'histoire;83230.0;Provence-Alpes-Cote-d'Azur;Museum
1175;M0942;3 rue Marseillaise;Sollies-Ville;Var;43.181724;6.039364;musee Jean Aicard;83210.0;Provence-Alpes-Cote-d'Azur;Museum
1176;M7061;737, chemin du Jonquet;Toulon;Var;43.143305;5.910861;museum d'histoire naturelle;83200.0;Provence-Alpes-Cote-d'Azur;Museum
1177;M9007;Quartier Bonaparte avenue de La Grande Armee;Draguignan;Var;43.529648;6.495058;musee de l'artillerie;83300.0;Provence-Alpes-Cote-d'Azur;Museum
1178;M0934;21 allee d'Azemar;Draguignan;Var;43.536558;6.461588;musee de la societe d'etudes scientifiques et archeologiques;83300.0;Provence-Alpes-Cote-d'Azur;Museum
1179;M0935;75 place georges brassens;Draguignan;Var;43.538282;6.463862;musee des arts et traditions populaires de moyenne Provence;83300.0;Provence-Alpes-Cote-d'Azur;Museum
1180;M0953;20 rue Chabran;Cavaillon;Vaucluse;43.837324;5.038776;musee Jouve;84300.0;Provence-Alpes-Cote-d'Azur;Museum
1181;M0959;rue Madeleine Roch;Orange;Vaucluse;44.135887;4.807526;musee municipal;84100.0;Provence-Alpes-Cote-d'Azur;Museum
1182;M0960;;Sault;Vaucluse;44.091143;5.408027;musee municipal;84390.0;Provence-Alpes-Cote-d'Azur;Museum
1183;M0961;Place du chanoine Sautel;Vaison-la-Romaine;Vaucluse;44.246355;5.072128;musee archeologique Theo Desplans;84110.0;Provence-Alpes-Cote-d'Azur;Museum
1184;M0962;3 avenue du Marechal Foch;Valreas;Vaucluse;44.382664;4.987351;musee du cartonnage et de l'imprimerie;84600.0;Provence-Alpes-Cote-d'Azur;Museum
1185;M0952;Place Jean Bastide;Cavaillon;Vaucluse;43.836985;5.037862;musee de l'hotel-Dieu;84300.0;Provence-Alpes-Cote-d'Azur;Museum
1186;M0955;rue de l'Eglise;Cucuron;Vaucluse;43.772678;5.440606;musee Marc Deydier;84160.0;Provence-Alpes-Cote-d'Azur;Museum
1187;M7021;67 rue Joseph Vernet;Avignon;Vaucluse;43.946695;4.803397;museum d'histoire naturelle Esprit Requien;84000.0;Provence-Alpes-Cote-d'Azur;Museum
1188;M0946;65 rue Joseph Vernet;Avignon;Vaucluse;43.946985;4.803388;musee Calvet (et musee lapidaire);84000.0;Provence-Alpes-Cote-d'Azur;Museum
1189;M0949;234 Boulevard Albert Durand;Carpentras;Vaucluse;44.0543;5.045479;musees Comtadin et Duplessis;84200.0;Provence-Alpes-Cote-d'Azur;Museum
1190;M0956;Rive gauche de la Sorgue;Fontaine-de-Vaucluse;Vaucluse;43.91753;5.056541;musee-bibliotheque Petrarque;84800.0;Provence-Alpes-Cote-d'Azur;Museum
1191;M0945;14 place du Postel;Apt;Vaucluse;43.875736;5.397687;musee municipal d'archeologie;84400.0;Provence-Alpes-Cote-d'Azur;Museum
1192;M0950;Rue des Saintes-Maries;Carpentras;Vaucluse;44.055939;5.046763;musee lapidaire et archeologie;84200.0;Provence-Alpes-Cote-d'Azur;Museum
1193;M0951;112 rue du College;Carpentras;Vaucluse;44.054477;5.046269;musee Sobirats;84200.0;Provence-Alpes-Cote-d'Azur;Museum
1194;M0954;Rue Hebra�que;Cavaillon;Vaucluse;43.836842;5.038553;synagogue musee juif comtadin;84300.0;Provence-Alpes-Cote-d'Azur;Museum
1195;M0958;rue Saint-Nazaire;Mazan;Vaucluse;44.056743;5.12788;musee municipal;84380.0;Provence-Alpes-Cote-d'Azur;Museum
1196;M0947;Place du Palais des Papes;Avignon;Vaucluse;43.951088;4.806317;musee du Petit Palais;84000.0;Provence-Alpes-Cote-d'Azur;Museum
1197;M0957;S'adresser a la mairie;Lourmarin;Vaucluse;43.76316809;5.363626709;musee Philippe de Girard;84160.0;Provence-Alpes-Cote-d'Azur;Museum
1198;M1180;Chemin du gouffre;Fontaine-de-Vaucluse;Vaucluse;43.922626;5.127397;musee Jean Garcin 39-45 : l'appel de la liberte;84800.0;Provence-Alpes-Cote-d'Azur;Museum
1199;M1061;24 rue Peynier;Pointe-a-Pitre;Guadeloupe;16.237697;-61.537737;musee Schoelcher;97110.0;Territoires et departements d'outre-mer;Museum
1200;M1062;9 rue de Nozieres;Pointe-a-Pitre;Guadeloupe;16.236416;-61.535945;musee Saint-John-Perse;97110.0;Territoires et departements d'outre-mer;Museum
1201;M7056;s'adresser a l'office du tourisme;Pointe-a-Pitre;Guadeloupe;16.2385073;-61.53672708;musee l'Herminier;97163.0;Territoires et departements d'outre-mer;Museum
1202;M1060;;Le Moule;Guadeloupe;15.850088;-61.646677;musee precolombien Edgar Clerc;97136.0;Territoires et departements d'outre-mer;Museum
1203;M1059;Section Murat;Grand-Bourg;Guadeloupe;15.876666;-61.298004;ecomusee de Marie-Galante;97112.0;Territoires et departements d'outre-mer;Museum
1204;M1063;1 Avenue du General-de-Gaulle;Cayenne;Guyane;4.938177;-52.334359;musee departemental Alexandre Franconie;97300.0;Territoires et departements d'outre-mer;Museum
1205;M1064;78 rue Madame Paye;Cayenne;Guyane;4.94156;-52.32837;musee des arts et traditions populaires de la Guyane;97300.0;Territoires et departements d'outre-mer;Museum
1206;M1095;;Regina;Guyane;5.166319942;-52.65043417;ecomusee de l'Approuague;97338.0;Territoires et departements d'outre-mer;Museum
1207;M1078;17 A, chemin Maison Rouge;Saint-Louis;La Reunion;-21.26765;55.411839;musee des arts decoratifs de l'Ocean indien;97450.0;Territoires et departements d'outre-mer;Museum
1208;M1070;Domaine de Panon-Desbassayns;Saint-Gilles-les-Hauts;La Reunion;-21.05591776;55.26440939;musee de Villele;97435.0;Territoires et departements d'outre-mer;Museum
1209;M7014;1 rue Poivre;Saint-Denis-de-la-Reunion;La Reunion;-20.887712;55.451452;museum d'histoire naturelle;97400.0;Territoires et departements d'outre-mer;Museum
1210;M1068;10 allee des flamboyants;Piton-Saint-Leu;La Reunion;-21.201257;55.296082;musee agricole et industriel Stella Matutina;97424.0;Territoires et departements d'outre-mer;Museum
1211;M1069;28 rue de Paris;Saint-Denis-de-la-Reunion;La Reunion;-20.883698;55.450251;musee Leon Dierx;97400.0;Territoires et departements d'outre-mer;Museum
1212;M1067;Quartier Vatable;Les Trois-Ilets;Martinique;14.531893;-61.026775;maison de la canne;97229.0;Territoires et departements d'outre-mer;Museum
1213;M1065;9 rue de La Liberte;Fort-de-France;Martinique;14.60331;-61.068675;musee departemental d'archeologie;97200.0;Territoires et departements d'outre-mer;Museum
1214;M1066;10 boulevard du General de Gaulle;Fort-de-France;Martinique;14.606106;-61.065619;musee regional d'histoire et d'ethnologie;97200.0;Territoires et departements d'outre-mer;Museum
1215;M7059;169 rue Victor-Hugo;Saint-Pierre-de-la-Martinique;Martinique;14.743103;-61.175994;musee vulcanologique;97250.0;Territoires et departements d'outre-mer;Museum
1216;M1081;quai Anse-du-figuier;Riviere-Pilote;Martinique;14.463029;-60.909569;ecomusee de la Martinique;97211.0;Territoires et departements d'outre-mer;Museum
1217;M7036;Parc Floral;Fort-de-France;Martinique;14.624376;-61.049824;museum d'histoire naturelle;97200.0;Territoires et departements d'outre-mer;Museum
1218;M1181;;Fort-de-France;Martinique;14.649226;-61.070648;musee du Pere Pinchon;97200.0;Territoires et departements d'outre-mer;Museum
1219;M1209;;Mayotte;Mayotte;-12.774184;45.282721;MuMa - musee de Mayotte;97615.0;Territoires et departements d'outre-mer;Museum
1220;M1071;rue du 11 novembre;Saint-Pierre;Saint-Pierre-et-Miquelon;46.777283;-56.175795;musee de l'Arche;97500.0;Territoires et departements d'outre-mer;Museum
