;Identifiant_Museofile;Adresse;Commune;Departement;Latitude;Longitude;Nom_officiel_du_musee;Code_Postal;Region_administrative;Type
180;M0350;Place Jean Jaures;Morez;Jura;46.521;6.022578;Viseum-musee de la lunette (collections du musee de la lunette et du musee Jourdain);39400.0;Bourgogne-Franche-Comte;Museum
181;M1169;3 place de l'abbaye;Saint-Claude;Jura;46.386209;5.865239;musee de beaux-arts;39200.0;Bourgogne-Franche-Comte;Museum
182;M0341;9 Grande rue;Arbois;Jura;46.902604;5.774717;musee Sarret de Grozon;39600.0;Bourgogne-Franche-Comte;Museum
183;M0343;22 Rue de l'Abbaye;Baume-les-Messieurs;Jura;46.70795;5.648585;musee de l'artisanat jurassien;39210.0;Bourgogne-Franche-Comte;Museum
184;M0345;place Philibert de Chalon;Lons-le-Saunier;Jura;46.675861;5.553907;musee des beaux-arts;39000.0;Bourgogne-Franche-Comte;Museum
185;M0342;;Arbois;Jura;46.902412;5.773686;musee de la vigne et du vin;39600.0;Bourgogne-Franche-Comte;Museum
186;M0346;133 rue Rene Maire;Lons-le-Saunier;Jura;46.684566;5.579336;musee d'archeologie;39000.0;Bourgogne-Franche-Comte;Museum
187;M0149;6, rue du Chateau;Chateau-Chinon;Nievre;47.06721;3.934311;musee du Septennat;58120.0;Bourgogne-Franche-Comte;Museum
188;M0151;place de La Resistance;Cosne-Cours-sur-Loire;Nievre;47.410548;2.922768;musee de la Loire;58200.0;Bourgogne-Franche-Comte;Museum
189;M0155;16, rue St-Genest;Nevers;Nievre;46.98629;3.155037;musee de la fa�ence Frederic Blandin;58000.0;Bourgogne-Franche-Comte;Museum
190;M0150;Avenue de la Republique;Clamecy;Nievre;47.460604;3.520823;musee d'art et d'histoire Romain Rolland;58500.0;Bourgogne-Franche-Comte;Museum
191;M0152;8 cour du Chateau;La Charite-sur-Loire;Nievre;47.178081;3.016449;musee municipal;58400.0;Bourgogne-Franche-Comte;Museum
192;M0158;Grande rue;Saint-Amand-en-Puysance;Nievre;47.529775;3.07388;musee du gres;58310.0;Bourgogne-Franche-Comte;Museum
193;M0157;17, quai Jules-Pabiot;Pouilly-sur-Loire;Nievre;47.285947;2.949487;musee Ernest Guedon;58150.0;Bourgogne-Franche-Comte;Museum
194;M0159;Place de la Mairie;Varzy;Nievre;47.357394;3.386114;musee Auguste Grasset;58210.0;Bourgogne-Franche-Comte;Museum
195;M0148;6, rue du Chateau;Chateau-Chinon;Nievre;47.06721;3.934311;musee du costume;58120.0;Bourgogne-Franche-Comte;Museum
196;M0153;1 avenue de La Republique;La Machine;Nievre;46.889225;3.463514;musee de la mine;58260.0;Bourgogne-Franche-Comte;Museum
197;M0156;Rue de la Porte-du-Croux;Nevers;Nievre;46.986949;3.154223;musee archeologique de la porte du Croux;58000.0;Bourgogne-Franche-Comte;Museum
198;M0163;34, rue du Bois-Clair;Blanzy;Saone-et-Loire;46.701488;4.382962;musee de la mine et des hommes;71450.0;Bourgogne-Franche-Comte;Museum
199;M0175;;Paray-le-Monial;Saone-et-Loire;46.450396;4.119117;musee municipal;71600.0;Bourgogne-Franche-Comte;Museum
200;M0179;Place de l'Eglise;Romenay;Saone-et-Loire;46.503251;5.067591;musee du terroir;71470.0;Bourgogne-Franche-Comte;Museum
201;M7019;12-14, rue Saint-Antoine;Autun;Saone-et-Loire;46.947996;4.301812;museum d'histoire naturelle;71400.0;Bourgogne-Franche-Comte;Museum
202;M0166;28, quai des Messageries;Chalon-sur-Saone;Saone-et-Loire;46.780045;4.855727;musee Nicephore Niepce;71100.0;Bourgogne-Franche-Comte;Museum
203;M0168;4 rue du Prieure;Charolles;Saone-et-Loire;46.432412;4.279872;musee du Prieure Jean Laronze;71120.0;Bourgogne-Franche-Comte;Museum
204;M0173;5, rue de la Prefecture;Macon;Saone-et-Loire;46.307508;4.833156;musee Lamartine;71000.0;Bourgogne-Franche-Comte;Museum
205;M0180;Chemin de la Roche;Solutre-Pouilly;Saone-et-Loire;46.295079;4.732247;musee departemental de prehistoire;71960.0;Bourgogne-Franche-Comte;Museum
206;M0183;rue du Pont;Verdun-sur-le-Doubs;Saone-et-Loire;46.897337;5.024918;maison du ble et du pain;71350.0;Bourgogne-Franche-Comte;Museum
207;M0181;21 rue de l'Hopital;Tournus;Saone-et-Loire;46.562137;4.910839;musee Greuze - hotel-Dieu;71700.0;Bourgogne-Franche-Comte;Museum
208;M0161;3, rue des Bancs;Autun;Saone-et-Loire;46.945723;4.299216;musee Rolin;71400.0;Bourgogne-Franche-Comte;Museum
209;M0165;Place de l'Hotel de Ville;Chalon-sur-Saone;Saone-et-Loire;46.78105;4.853082;musee Vivant Denon;71100.0;Bourgogne-Franche-Comte;Museum
210;M0167;32, rue Rene Davoine;Charolles;Saone-et-Loire;46.431434;4.273059;musee Rene Davoine;71120.0;Bourgogne-Franche-Comte;Museum
211;M0170;BP 53;Le Creusot - Montceau-les-Mines;Saone-et-Loire;46.80448;4.428059;ecomusee de la communaute Le Creusot - Montceau-les-Mines;71200.0;Bourgogne-Franche-Comte;Museum
212;M0171;29 rue des Dodanes;Louhans;Saone-et-Loire;46.87264;5.275048;musee municipal;71270.0;Bourgogne-Franche-Comte;Museum
213;M0177;BP 12;Pierre-de-Bresse;Saone-et-Loire;46.88298;5.261603;ecomusee de la Bresse bourguignonne;71270.0;Bourgogne-Franche-Comte;Museum
214;M1199;Col du Rebout;Saint-Leger-sous-Beuvray;Saone-et-Loire;46.934539;4.062979;musee de Bibracte;71990.0;Bourgogne-Franche-Comte;Museum
215;M0160;10, rue Saint-Nicolas;Autun;Saone-et-Loire;46.955328;4.300179;musee lapidaire Saint-Nicolas;71400.0;Bourgogne-Franche-Comte;Museum
216;M0162;7, rue des Sous-Chambres;Autun;Saone-et-Loire;46.949043;4.302971;musee Verger-Tarin;71400.0;Bourgogne-Franche-Comte;Museum
217;M0164;place du Musee;Bourbon-Lancy;Saone-et-Loire;46.624065;3.768545;musee Saint-Nazaire;71140.0;Bourgogne-Franche-Comte;Museum
218;M0169;;Cluny;Saone-et-Loire;46.433938;4.658048;musee d'art et d'archeologie;71250.0;Bourgogne-Franche-Comte;Museum
219;M0172;5, rue de la Prefecture;Macon;Saone-et-Loire;46.307508;4.833156;musee des ursulines;71000.0;Bourgogne-Franche-Comte;Museum
220;M0174;Rue de la Tour du Moulin;Marcigny;Saone-et-Loire;46.274562;4.044451;musee de la tour du moulin;71110.0;Bourgogne-Franche-Comte;Museum
221;M0176;13 rue de la Paix;Paray-le-Monial;Saone-et-Loire;46.451822;4.123021;musee eucharistique du Hieron;71600.0;Bourgogne-Franche-Comte;Museum
222;M0178;98 rue Pierre-Fran�ois Guillon;Romaneche-Thorins;Saone-et-Loire;46.187946;4.73427;musee Guillon du compagnonnage;71570.0;Bourgogne-Franche-Comte;Museum
223;M0182;Hotel-Dieu - musee Greuze, 21, rue de l'Hopital;Tournus;Saone-et-Loire;46.562137;4.910839;musee bourguignon Perrin de Puycousin;71700.0;Bourgogne-Franche-Comte;Museum
224;M0360;16 rue Frederic Japy;Beaucourt;Territoire-de-Belfort;47.485011;6.922453;musee Frederic Japy;90500.0;Bourgogne-Franche-Comte;Museum
225;M0362;2 rue de Lamadeleine;Etueffont;Territoire-de-Belfort;47.722575;6.920842;forge-musee;90170.0;Bourgogne-Franche-Comte;Museum
226;M0361;Rue Xavier Bauer;Belfort;Territoire-de-Belfort;47.63757;6.867072;musee d'art et d'histoire;90000.0;Bourgogne-Franche-Comte;Museum
227;M1075;8 rue de Mulhouse;Belfort;Territoire-de-Belfort;47.642439;6.855466;Cabinet d'un amateur - donation Maurice Jardot;90000.0;Bourgogne-Franche-Comte;Museum
228;M0190;Rue du Prieure;Tonnerre;Yonne;47.8559;3.97555;musee municipal;89700.0;Bourgogne-Franche-Comte;Museum
229;M1189;;Saint-Fargeau;Yonne;47.640663;3.070586;musee de l'aventure du son;89170.0;Bourgogne-Franche-Comte;Museum
230;M7020;5, boulevard Vauban;Auxerre;Yonne;47.796936;3.564362;musee d'histoire naturelle;89000.0;Bourgogne-Franche-Comte;Museum
231;M0191;Rue Saint-etienne;Vezelay;Yonne;47.464133;3.74361;musee Zervos;89450.0;Bourgogne-Franche-Comte;Museum
232;M0184;2 bis, place Saint-Germain;Auxerre;Yonne;47.800283;3.571975;musee d'art et d'histoire Saint-Germain;89000.0;Bourgogne-Franche-Comte;Museum
233;M0186;5 rue du College;Avallon;Yonne;47.486968;3.906795;musee de l'Avallonnais Jean Despres;89200.0;Bourgogne-Franche-Comte;Museum
234;M0188;;Saint-Sauveur-en-Puysance;Yonne;47.618015;3.197026;musee Colette;89520.0;Bourgogne-Franche-Comte;Museum
235;M0193;Rue Paul-Huillard;Villiers-Saint-Benoit;Yonne;47.780142;3.20739;musee d'art et d'histoire de Puisaye;89130.0;Bourgogne-Franche-Comte;Museum
236;M0185;9 bis, rue d'Egleny;Auxerre;Yonne;47.795393;3.566248;musee Leblanc-Duvernoy;89000.0;Bourgogne-Franche-Comte;Museum
237;M0187;25 rue de l'Eglise;Noyers-sur-Serein;Yonne;47.721479;3.966518;musee d'art na�f;89310.0;Bourgogne-Franche-Comte;Museum
238;M0189;135 rue des Deportes et de la Resistance;Sens;Yonne;48.197828;3.284505;musee municipal;89100.0;Bourgogne-Franche-Comte;Museum
239;M0192;4, rue Carnot;Villeneuve-sur-Yonne;Yonne;48.080518;3.294126;musee villeneuvien;89500.0;Bourgogne-Franche-Comte;Museum
240;M0196;Cour Francis Renaud - Rue des lyceens martyrs;Saint-Brieuc;Cotes-d'Armor;48.512139;-2.762171;musee d'art et d'histoire;22000.0;Bretagne;Museum
241;M0194;;Dinan;Cotes-d'Armor;48.454713;-2.050808;musee de Dinan;22100.0;Bretagne;Museum
242;M0195;Place de Martray;Lamballe;Cotes-d'Armor;48.46953168;-2.515800988;musee Mathurin Meheut;22404.0;Bretagne;Museum
243;M0197;24 rue Traverse;Brest;Finistere;48.38529;-4.489963;musee des beaux-arts;29200.0;Bretagne;Museum
244;M1200;Place Yann de Landevennec;Landevennec;Finistere;48.291351;-4.267455;musee de l'ancienne abbaye de Landevennec;29560.0;Bretagne;Museum
245;M0200;BP 174;Douarnenez;Finistere;48.09253454;-4.332643402;port-musee;29177.0;Bretagne;Museum
246;M0205;PLACE JULIA;Pont-Aven;Finistere;47.855497;-3.747155;musee;29930.0;Bretagne;Museum
247;M0206;Square de l'Europe;Pont-l'Abbee;Finistere;47.866452;-4.227768;musee bigouden;29120.0;Bretagne;Museum
248;M0207;40, place Saint-Corentin;Quimper;Finistere;47.996188;-4.101963;musee des beaux-arts;29000.0;Bretagne;Museum
249;M0198;Ecomusee des Monts d'Arree;Commana;Finistere;48.41588618665521;-4.006272428689588;ecomusee des monts d'Arree;29450.0;Bretagne;Museum
250;M0202;place des Jacobins;Morlaix;Finistere;48.577242;-3.825317;musee des jacobins;29600.0;Bretagne;Museum
251;M0209;Kergroas;Tregarvan;Finistere;48.244359;-4.225057;musee de l'ecole rurale en Bretagne;29560.0;Bretagne;Museum
252;M0199;3 rue Vauban;Concarneau;Finistere;47.872103;-3.915485;musee de la p�che;29900.0;Bretagne;Museum
253;M0203;Village du Niou Huella;Ouessant;Finistere;48.460549;-5.110775;ecomusee d'Ouessant - Vivre sur une ile;29242.0;Bretagne;Museum
254;M0208;1 rue du Roi Gradlon;Quimper;Finistere;47.995125;-4.102602;musee departemental breton;29000.0;Bretagne;Museum
255;M0204;Phare du Creac'h;Ouessant;Finistere;48.458998;-5.128812;musee des phares et balises;29242.0;Bretagne;Museum
256;M0212;10 cours des allies;Rennes;Ille-et-Vilaine;48.105455;-1.674922;musee de Bretagne;35000.0;Bretagne;Museum
257;M0215;Tour Solidor;Saint-Malo;Ille-et-Vilaine;48.63419814;-2.025904669;musee du Long-Cours Cap-hornier;35408.0;Bretagne;Museum
258;M0216;BP 70627;Vitre;Ille-et-Vilaine;48.12588458;-1.211799051;musee du chateau;35506.0;Bretagne;Museum
259;M0210;Boulevard Villebois Mareuil;Montfort-sur-Meu;Ille-et-Vilaine;48.141088;-1.959973;ecomusee du pays de Monfort;35160.0;Bretagne;Museum
260;M0211;20 Quai Emile Zola;Rennes;Ille-et-Vilaine;48.109837;-1.674981;musee des beaux-arts;35000.0;Bretagne;Museum
261;M0213;Chemin de La Bintinais;Rennes;Ille-et-Vilaine;48.079557;-1.665571;ecomusee de la Bintinais;35200.0;Bretagne;Museum
262;M0214;Place Chateaubriand;Saint-Malo;Ille-et-Vilaine;48.650738;-2.023727;musee d'histoire de la ville et d'ethnographie du pays malouin;35400.0;Bretagne;Museum
263;M0218;Route D'argentre du Plessis;Vitre;Ille-et-Vilaine;48.080418;-1.169805;musee des rochers de Sevigne;35500.0;Bretagne;Museum
264;M0222;;Groix;Morbihan;47.63992;-3.434074;ecomusee de l'ile de Groix;56590.0;Bretagne;Museum
265;M0227;2 rue Noe;Vannes;Morbihan;47.656705;-2.757726;musee d'histoire et d'archeologie;56000.0;Bretagne;Museum
266;M0221;10 place de la chapelle;Carnac;Morbihan;47.584022;-3.0785;musee de prehistoire Miln-le-Rouzic;56340.0;Bretagne;Museum
267;M0224;Citadelle, av. du Fort de l'Aigle;Port-Louis;Morbihan;47.709147;-3.362581;musee de la Compagnie des Indes;56290.0;Bretagne;Museum
268;M0228;15 place Saint-Pierre;Vannes;Morbihan;47.657693;-2.757556;musee des beaux-arts;56000.0;Bretagne;Museum
269;M1179;1 rue de Quimper;Le Faou�t;Morbihan;48.031817;-3.490833;musee du Faou�t;56320.0;Bretagne;Museum
270;M0225;Les Hardys Behelec;Saint-Marcel;Morbihan;47.800618;-2.432273;musee de la resistance bretonne;56140.0;Bretagne;Museum
271;M1195;3 Avenue Jean Moulin;Baud;Morbihan;47.875046;-3.016911;musee de la carte postale;56150.0;Bretagne;Museum
272;M0220;Rue Park Segal;Brec'h;Morbihan;47.70843;-2.993063;ecomusee de Saint-Degan;56400.0;Bretagne;Museum
273;M0223;Mail Fran�ois Giovannelli;Inzinzac-Lochrist;Morbihan;47.824974;-3.25232;ecomusee industriel des forges;56650.0;Bretagne;Museum
274;M0231;13, rue Edouard Branly;Bourges;Cher;47.085951;2.396195;musee Esteve;18000.0;Centre-Val de Loire;Museum
275;M0230;4-6, rue des Arenes;Bourges;Cher;47.083735;2.39325;musee du Berry;18000.0;Centre-Val de Loire;Museum
276;M0233;10-12 rue de la Victoire;Chateaumeillant;Cher;46.5614;2.196543;musee Emile Chenon;18370.0;Centre-Val de Loire;Museum
277;M0234;place Jean-Manceau;Mehun-sur-Yevre;Cher;47.145214;2.21738;musee du chateau Charles VII;18500.0;Centre-Val de Loire;Museum
278;M0229;5, rue de l'hotel Lallemant;Bourges;Cher;47.084683;2.398383;musee des arts decoratifs;18000.0;Centre-Val de Loire;Museum
279;M0232;Hotel de Ville - place Etienne Dolet;Bourges;Cher;47.081774;2.398494;musee des meilleurs ouvriers de France;18000.0;Centre-Val de Loire;Museum
280;M0236;11 rue de la Societe Fran�aise;Vierzon;Cher;47.225192;2.060639;musee municipal;18100.0;Centre-Val de Loire;Museum
281;M7028;Les Rives d'Auron;Bourges;Cher;47.081055;2.392284;museum d'histoire naturelle Gabriel Foucher;18000.0;Centre-Val de Loire;Museum
282;M0235;Cours Manuel;Saint-Amand-Montrond;Cher;46.720657;2.506654;musee Saint-Vic;18200.0;Centre-Val de Loire;Museum
283;M0237;rue saint roch;Bonneval;Eure-et-Loir;48.181517;1.385475;musee bonnevallais;28800.0;Centre-Val de Loire;Museum
284;M0238;29 Cloitre Notre-Dame;Chartres;Eure-et-Loir;48.447624;1.486763;musee des beaux-arts;28000.0;Centre-Val de Loire;Museum
285;M7030;5bis, bvd de la Courtille;Chartres;Eure-et-Loir;48.441822;1.490983;museum des sciences naturelles et de prehistoire;28000.0;Centre-Val de Loire;Museum
286;M0242;Place Lemoine;Illiers-Combray;Eure-et-Loir;48.299696;1.243114;musee Marcel Proust;28120.0;Centre-Val de Loire;Museum
287;M0243;Place Emile Maquaire;Nogent-le-Rotrou;Eure-et-Loir;48.324867;0.804249;musee de l'histoire du Perche;28400.0;Centre-Val de Loire;Museum
288;M0239;Pont de Mainvilliers;Chartres-Mainvilliers;Eure-et-Loir;48.44690286;1.476874842;conservatoire du machinisme et des pratiques agricoles;28000.0;Centre-Val de Loire;Museum
289;M0240;3, rue Toufaire;Chateaudun;Eure-et-Loir;48.070792;1.327905;musee des beaux-arts et d'histoire naturelle;28200.0;Centre-Val de Loire;Museum
290;M0241;5-7, place du musee;Dreux;Eure-et-Loir;48.733472;1.368066;musee d'art et d'histoire de Dreux;28100.0;Centre-Val de Loire;Museum
291;M0244;place du Carrefour;Sainville;Eure-et-Loir;48.415867;1.87924;musee Farcot;28700.0;Centre-Val de Loire;Museum
292;M0246;31-33 rue Hersent-Luzarche;Azay-le-Ferron;Indre;46.851361;1.069524;chateau musee;36290.0;Centre-Val de Loire;Museum
293;M7069;;Lange;Indre;47.073893;1.513405;musee de geologie regionale;36600.0;Centre-Val de Loire;Museum
294;M0248;rue de l'Hospice Saint-Roch;Issoudun;Indre;46.945408;1.994379;musee de l'hospice Saint Roch;36100.0;Centre-Val de Loire;Museum
295;M0251;Place du Champ de Foire;Le Blanc;Indre;46.627962;1.062835;musee ornithologique;36300.0;Centre-Val de Loire;Museum
296;M0252;Les Mersans;Saint-Marcel;Indre;46.600503;1.515379;musee archeologique d'Argentomagus;36200.0;Centre-Val de Loire;Museum
297;M0245;rue Charles Brillaud;Argenton-sur-Creuse;Indre;46.58847;1.518517;musee de la chemiserie et de l'elegance masculine;36200.0;Centre-Val de Loire;Museum
298;M0247;2 rue Descente-des-Cordeliers;Chateauroux;Indre;46.813737;1.694262;musee Bertrand;36000.0;Centre-Val de Loire;Museum
299;M0250;Square George Sand;La Chatre;Indre;46.581939;1.989964;musee George Sand et de la vallee noire;36400.0;Centre-Val de Loire;Museum
300;M0253;;Amboise;Indre-et-Loire;47.410737;0.981446;musee Hotel Morin;37400.0;Centre-Val de Loire;Museum
301;M0257;29, rue Descartes;Descartes;Indre-et-Loire;46.972623;0.699988;musee Descartes;37160.0;Centre-Val de Loire;Museum
302;M0266;8, rue Nationale;Tours;Indre-et-Loire;47.39627;0.686457;musee du compagnonnage;37000.0;Centre-Val de Loire;Museum
303;M0268;25, rue du Commerce;Tours;Indre-et-Loire;47.395094;0.684809;musee archeologique de l'hotel Go�in;37000.0;Centre-Val de Loire;Museum
304;M0259;Chateau;Le Grand Pressigny;Indre-et-Loire;46.921003;0.800711;musee departemental de prehistoire;37350.0;Centre-Val de Loire;Museum
305;M0263;rue du Chateau;Sainte-Maure-de-Touraine;Indre-et-Loire;47.111569;0.619769;musee municipal;37800.0;Centre-Val de Loire;Museum
306;M0265;18 place Fran�ois Sicard;Tours;Indre-et-Loire;47.394698;0.694004;musee des beaux-arts;37000.0;Centre-Val de Loire;Museum
307;M0254;40 rue de la Concorde;Amboise;Indre-et-Loire;47.413925;0.985929;musee de la poste;37400.0;Centre-Val de Loire;Museum
308;M0255;44, rue Haute-Saint-Maurice;Chinon;Indre-et-Loire;47.167125;0.23767;Le Carroi, musee d'arts et d'histoire;37500.0;Centre-Val de Loire;Museum
309;M0262;rue du chateau;Sache;Indre-et-Loire;47.245703;0.544078;musee Balzac;37190.0;Centre-Val de Loire;Museum
310;M0269;place du Musee;Yzeures-sur-Creuse;Indre-et-Loire;46.785983;0.869839;musee de Minerve;37290.0;Centre-Val de Loire;Museum
311;M7062;3, rue du President-Merville;Tours;Indre-et-Loire;47.394637;0.68388;museum d'histoire naturelle;37000.0;Centre-Val de Loire;Museum
312;M0261;place du Marche;Richelieu;Indre-et-Loire;47.011912;0.324353;musee municipal;37120.0;Centre-Val de Loire;Museum
313;M1088;80 route de Candes;Savigny-en-Veron;Indre-et-Loire;47.209697;0.124427;ecomusee du Veron;37420.0;Centre-Val de Loire;Museum
314;M0260;1, rue Lansyer;Loches;Indre-et-Loire;47.126829;0.997457;musee Lansyer;37600.0;Centre-Val de Loire;Museum
315;M0264;3 La Deviniere;Seuilly;Indre-et-Loire;47.140806;0.179096;musee Rabelais;37500.0;Centre-Val de Loire;Museum
316;M0267;16, rue Nationale;Tours;Indre-et-Loire;47.393692;0.687373;musee du vin de Touraine;37000.0;Centre-Val de Loire;Museum
317;M1133;10 rue du faubourg de la Rue;Savigne-sur-Lathan;Indre-et-Loire;47.445748;0.319748;musee du Savigneen;37340.0;Centre-Val de Loire;Museum
318;M1183;;Loches;Indre-et-Loire;47.128196;0.994671;musee du terroir;37600.0;Centre-Val de Loire;Museum
319;M0286;Place Sainte-Croix;Orleans;Loiret;47.901573;1.90861;musee des beaux-arts;45000.0;Centre-Val de Loire;Museum
320;M0287;Square Abbe Desnoyers;Orleans;Loiret;47.900952;1.905193;hotel Cabu, musee d'histoire et d'archeologie;45000.0;Centre-Val de Loire;Museum
321;M0289;17, rue de la Couronne;Pithiviers;Loiret;48.172521;2.255004;musee municipal;45300.0;Centre-Val de Loire;Museum
322;M7053;2 rue Marcel Proust;Orleans;Loiret;47.907734;1.909578;museum d'Orleans pour la biodiversite et l'environnement;45000.0;Centre-Val de Loire;Museum
323;M0278;Quartier du Paradis;Artenay;Loiret;48.082089;1.879609;musee municipal theatre forain et archeologique;45410.0;Centre-Val de Loire;Museum
324;M0281;2 faubourg du Puyrault;Chatillon-Coligny;Loiret;47.820625;2.844906;musee d'art et d'archeologie;45230.0;Centre-Val de Loire;Museum
325;M0283;22 rue des Remparts;Meung-sur-Loire;Loiret;47.825556;1.694889;musee Gaston Coute;45130.0;Centre-Val de Loire;Museum
326;M0279;2, place Dunois;Beaugency;Loiret;47.777611;1.633585;musee Daniel Vannier;45190.0;Centre-Val de Loire;Museum
327;M0280;1 place Aristide Briand;Chateauneuf-sur-Loire;Loiret;47.865212;2.219187;musee de la marine de Loire;45110.0;Centre-Val de Loire;Museum
328;M0284;2 rue du Faubourg de la Chaussee;Montargis;Loiret;47.997528;2.737205;musee Girodet;45200.0;Centre-Val de Loire;Museum
329;M0285;7, rue du Chateau;Montargis;Loiret;47.998314;2.729233;musee du Gatinais;45200.0;Centre-Val de Loire;Museum
330;M0282;Esplanade du Chateau;Gien;Loiret;47.68592;2.630092;chateau-musee de Gien : chasse, histoire et nature en Val de Loire;45500.0;Centre-Val de Loire;Museum
331;M1083;1 bis, place du Chateau;Blois;Loir-et-Cher;47.586566;1.332917;maison de la magie;41000.0;Centre-Val de Loire;Museum
332;M0275;;Romorantin-Lathenay;Loir-et-Cher;47.35732336;1.743688267;musee de Sologne;41206.0;Centre-Val de Loire;Museum
333;M0276;Parc du Vaulx Saint-Georges;Thesee;Loir-et-Cher;47.32849039;1.306555055;musee archeologique;41140.0;Centre-Val de Loire;Museum
334;M0273;Parc de la Corbilliere;Mer;Loir-et-Cher;47.697723;1.503586;musee de la Corbilliere;41500.0;Centre-Val de Loire;Museum
335;M0277;;Vendome;Loir-et-Cher;47.792111;1.064507;musee municipal;41100.0;Centre-Val de Loire;Museum
336;M0274;rue des Venages;Naveil;Loir-et-Cher;47.795395;1.04019;atelier musee Louis Leygue;41100.0;Centre-Val de Loire;Museum
337;M7024;rue Anne de Bretagne;Blois;Loir-et-Cher;47.585122;1.33302;museum d'histoire naturelle;41000.0;Centre-Val de Loire;Museum
338;M0271;6 place du chateau;Blois;Loir-et-Cher;47.585598;1.331665;chateau musees;41000.0;Centre-Val de Loire;Museum
339;M0325;;Ajaccio;Corse du Sud;41.92499;8.735937;musee napoleonien;20000.0;Corse;Museum
340;M0324;50-52, rue Cardinal Fesch;Ajaccio;Corse du Sud;41.922406;8.738487;musee palais Fesch;20000.0;Corse;Museum
341;M0326;Quartier Prato;Levie;Corse du Sud;41.704223;9.125161;musee de l'Alta-Rocca;20170.0;Corse;Museum
342;M5046;Rue saint Charles;Ajaccio;Corse du Sud;41.917701;8.73795;musee national de la maison Bonaparte;20000.0;Corse;Museum
343;M0327;Bd Jacques NICOLAI;Sartene;Corse du Sud;41.620485;8.973941;musee de prehistoire corse;20100.0;Corse;Museum
344;M0328;;Aleria;Haute-Corse;42.113417;9.512108;musee Jerome Carcopino;20270.0;Corse;Museum
345;M0331;;Morosaglia;Haute-Corse;42.43788816;9.309353824;musee Pascal Paoli;20261.0;Corse;Museum
346;M0330;La Citadelle;Corte;Haute-Corse;42.307888;9.14766;musee de la Corse;20250.0;Corse;Museum
347;M1184;1045 Corsu Lucciana;Lucciana;Haute-Corse;42.542773;9.442618;musee archeologique de Mariana - Prince Rainier III de Monaco;20290.0;Corse;Museum
348;M0329;La Citadelle;Bastia;Haute-Corse;42.693145;9.450578;musee d'ethnographie corse;20200.0;Corse;Museum
349;M0290;12 Avenue de la Derniere Cartouche;Bazeilles;Ardennes;49.681745;4.975035;musee de la maison de la derniere cartouche;8140.0;Grand Est;Museum
350;M0291;Quai Arthur Rimbaud;Charleville-Mezieres;Ardennes;49.776034;4.720613;musee Arthur Rimbaud;8000.0;Grand Est;Museum
351;M0296;Chateau fort;Sedan;Ardennes;49.695347;4.919074;musee du chateau-fort;8200.0;Grand Est;Museum
352;M0292;31 place Ducale;Charleville-Mezieres;Ardennes;49.773836;4.721238;musee de l'Ardenne;8000.0;Grand Est;Museum
353;M0293;s'adresser a la mairie;Givet;Ardennes;50.13658229;4.824527313;musee;8600.0;Grand Est;Museum
354;M0295;;Rethel;Ardennes;49.509328;4.366447;musee du Rethelois et du Porcien;8300.0;Grand Est;Museum
355;M0294;Place du Colombier;Mouzon;Ardennes;49.605919;5.074601;musee du feutre;8210.0;Grand Est;Museum
356;M0297;Place Carnot;Bar-sur-Aube;Aube;48.233206;4.705996;musee municipal;10200.0;Grand Est;Museum
357;M0300;6 Rue Boursault;Mussy-sur-Seine;Aube;47.977352;4.498923;musee de la Resistance de l'Aube;10250.0;Grand Est;Museum
358;M0301;10 rue Gustave Flaubert;Nogent-sur-Seine;Aube;48.494242;3.500892;musee Camille Claudel;10400.0;Grand Est;Museum
359;M0303;Rue Chrestien de Troyes;Troyes;Aube;48.300638;4.08003;musee des beaux-arts et d'archeologie;10000.0;Grand Est;Museum
360;M0306;7 rue de La Trinite;Troyes;Aube;48.29473;4.072849;maison de l'outil et de la pensee ouvriere;10000.0;Grand Est;Museum
361;M0299;34, rue de l'Ecole Militaire;Brienne-le-Chateau;Aube;48.388915;4.528446;musee Napoleon 1er;10500.0;Grand Est;Museum
362;M0302;14 Place Saint-Pierre;Troyes;Aube;48.299643;4.080736;musee d'art moderne;10000.0;Grand Est;Museum
363;M0305;31 Quai des Comtes de Champagne;Troyes;Aube;48.298985;4.078036;pharmacie musee de l'hotel-Dieu;10000.0;Grand Est;Museum
364;M7073;1 Rue Chrestien de Troyes;Troyes;Aube;48.300638;4.08003;museum d'histoire naturelle;10000.0;Grand Est;Museum
365;M0304;4 rue de Vauluisant;Troyes;Aube;48.294239;4.071824;musee historique de Troyes et de la Champagne;10000.0;Grand Est;Museum
366;M0010;24, rue du Docteur Albert Schweitzer;Pfaffenhoffen;Bas-Rhin;48.844834;7.611365;musee de l'image populaire;67350.0;Grand Est;Museum
367;M0011;9, rue Jeanne d'Arc;Reichshoffen;Bas-Rhin;48.932234;7.664814;musee historique et industriel - musee du fer;67110.0;Grand Est;Museum
368;M0014;23, quai Saint-Nicolas;Strasbourg;Bas-Rhin;48.579075;7.750484;musee alsacien;67000.0;Grand Est;Museum
369;M0016;1, place Hans Jean Arp;Strasbourg;Bas-Rhin;48.579654;7.736231;musee d'art moderne et contemporain de Strasbourg;67000.0;Grand Est;Museum
370;M0018;2, place du Chateau;Strasbourg;Bas-Rhin;48.581229;7.751984;musee des arts decoratifs;67000.0;Grand Est;Museum
